Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
169,Jasmine Jasudavicius,1708.7,1733.9,103.3,0.06,11,8,3,0,Women's Flyweight,"October 18, 2025"
170,James Krause,1708.6,1716.0,107.0,0.06,13,9,4,0,Welterweight,"October 17, 2020"
171,Forrest Griffin,1708.5,1723.2,100.8,0.06,15,10,5,0,Heavyweight,"July 07, 2012"
172,Ronda Rousey,1708.5,1858.9,123.7,0.06,8,6,2,0,Women's Bantamweight,"December 30, 2016"
173,Renato Moicano,1708.3,1756.2,89.0,0.06,20,13,7,0,Lightweight,"April 04, 2026"
174,Martin Buday,1708.3,1708.3,121.3,0.06,8,7,1,0,Heavyweight,"July 26, 2025"
175,Donald Cerrone,1708.1,1909.9,80.6,0.06,38,23,14,1,Welterweight,"July 02, 2022"
176,Daniel Marcos,1707.8,1724.0,118.6,0.06,7,5,1,1,Bantamweight,"November 08, 2025"
177,Shara Magomedov,1707.8,1744.7,127.3,0.06,6,5,1,0,Middleweight,"July 26, 2025"
178,Matt Lindland,1706.6,1762.1,105.9,0.06,12,9,3,0,Middleweight,"August 20, 2005"
179,Jimmie Rivera,1706.5,1810.9,105.7,0.06,11,7,4,0,Bantamweight,"February 27, 2021"
180,Andre Lima,1706.2,1706.2,145.3,0.06,4,4,0,0,Flyweight,"March 15, 2025"
181,Bo Nickal,1706.1,1715.4,124.6,0.06,6,5,1,0,Middleweight,"November 15, 2025"
182,Ricardo Lamas,1705.7,1804.8,98.8,0.06,17,11,6,0,Featherweight,"August 29, 2020"
183,Chuck Liddell,1705.2,1889.2,93.5,0.06,23,16,7,0,Heavyweight,"June 12, 2010"
184,Manel Kape,1705.1,1705.1,109.4,0.06,10,7,3,0,Flyweight,"December 13, 2025"
185,Chris Gutierrez,1704.8,1733.0,94.3,0.06,15,10,4,1,Bantamweight,"October 04, 2025"
186,Arnold Allen,1704.3,1860.9,107.2,0.06,14,11,3,0,Featherweight,"January 24, 2026"
187,Youssef Zalal,1704.2,1704.2,109.5,0.06,12,8,3,1,Featherweight,"October 04, 2025"
188,Alexandr Romanov,1703.9,1772.2,109.6,0.06,10,7,3,0,Heavyweight,"November 02, 2024"
189,Bas Rutten,1703.6,1703.6,165.8,0.06,2,2,0,0,Heavyweight,"May 07, 1999"
190,Mackenzie Dern,1702.1,1702.1,91.0,0.06,16,11,5,0,Women's Strawweight,"October 25, 2025"
191,Frankie Edgar,1701.6,1869.3,87.3,0.06,30,18,11,1,Bantamweight,"November 12, 2022"
192,Payton Talbott,1701.2,1701.2,127.3,0.06,6,5,1,0,Bantamweight,"December 06, 2025"
193,Navajo Stirling,1701.2,1701.2,143.4,0.06,4,4,0,0,Heavyweight,"March 28, 2026"
194,Ailin Perez,1700.4,1700.4,122.9,0.06,7,6,1,0,Women's Bantamweight,"February 28, 2026"
195,Ruslan Magomedov,1699.7,1699.7,151.4,0.06,3,3,0,0,Heavyweight,"October 03, 2015"
196,Paul Daley,1697.9,1762.6,149.7,0.06,3,2,1,0,Welterweight,"May 08, 2010"
197,Seokhyeon Ko,1697.5,1697.5,163.5,0.06,2,2,0,0,Welterweight,"November 01, 2025"
198,Dustin Jacoby,1697.1,1769.8,93.7,0.06,17,10,6,1,Heavyweight,"February 07, 2026"
199,Jacobe Smith,1696.5,1696.5,150.3,0.06,3,3,0,0,Welterweight,"February 21, 2026"
200,Anthony Rocco Martin,1696.3,1719.8,93.2,0.06,15,9,6,0,Welterweight,"June 06, 2020"
201,Murilo Bustamante,1695.8,1695.8,145.3,0.06,4,3,1,0,Middleweight,"May 10, 2002"
202,William Gomis,1695.7,1730.6,132.8,0.06,6,5,1,0,Featherweight,"September 06, 2025"
203,Conor McGregor,1694.6,1970.7,111.6,0.06,14,10,4,0,Lightweight,"July 10, 2021"
204,Mairbek Taisumov,1694.6,1735.9,122.1,0.06,9,7,2,0,Lightweight,"September 07, 2019"
205,Ethyn Ewing,1694.4,1694.4,164.3,0.06,2,2,0,0,Bantamweight,"April 04, 2026"
206,Askar Askarov,1693.5,1734.0,138.3,0.06,5,3,0,2,Flyweight,"March 26, 2022"
207,Randy Couture,1693.4,1811.3,91.0,0.06,24,16,8,0,Heavyweight,"April 30, 2011"
208,Cub Swanson,1693.4,1806.0,82.5,0.06,25,15,10,0,Featherweight,"December 14, 2024"
209,Rich Franklin,1693.1,1905.6,99.8,0.06,20,14,6,0,Middleweight,"November 10, 2012"
210,Johnny Walker,1692.6,1797.9,99.7,0.06,15,8,6,1,Heavyweight,"August 23, 2025"
211,Adlan Amagov,1692.5,1692.5,163.4,0.06,2,2,0,0,Welterweight,"October 19, 2013"
212,Tracy Cortez,1691.9,1713.1,119.7,0.06,8,6,1,1,Women's Flyweight,"November 15, 2025"
213,Raul Rosas Jr.,1691.8,1691.8,122.0,0.06,7,6,1,0,Bantamweight,"March 07, 2026"
214,Mauricio Ruffy,1691.8,1696.5,131.2,0.06,5,4,1,0,Lightweight,"January 31, 2026"
215,Alexia Thainara,1691.6,1691.6,149.1,0.06,3,3,0,0,Women's Strawweight,"March 28, 2026"
216,Drakkar Klose,1691.5,1722.8,106.8,0.06,13,10,3,0,Lightweight,"August 16, 2025"
217,Ludovit Klein,1690.3,1690.3,100.5,0.06,12,8,3,1,Lightweight,"October 25, 2025"
218,Yousri Belgaroui,1690.0,1690.0,163.8,0.06,2,2,0,0,Middleweight,"March 28, 2026"
219,Jim Miller,1689.3,1836.4,69.2,0.06,46,27,15,4,Lightweight,"April 12, 2025"
220,Nicolas Dalby,1688.8,1730.8,99.1,0.06,15,8,5,2,Welterweight,"November 22, 2025"
221,Uros Medic,1688.8,1688.8,108.1,0.06,10,7,3,0,Welterweight,"February 21, 2026"
222,Robbie Lawler,1688.3,1884.3,104.7,0.06,25,15,10,0,Welterweight,"July 08, 2023"
223,Mario Pinto,1688.1,1688.1,151.9,0.06,3,3,0,0,Heavyweight,"March 21, 2026"
224,Roger Huerta,1687.8,1777.8,125.6,0.06,8,6,2,0,Lightweight,"September 16, 2009"
225,Serghei Spivac,1687.0,1712.6,92.3,0.06,15,9,6,0,Heavyweight,"February 21, 2026"
226,Erik Perez,1686.9,1717.9,118.9,0.06,9,7,2,0,Bantamweight,"November 05, 2016"
227,Ateba Gautier,1686.6,1686.6,145.5,0.06,4,4,0,0,Middleweight,"January 24, 2026"
228,Jose Aldo,1686.5,1932.4,89.8,0.06,23,14,9,0,Featherweight,"May 10, 2025"
229,Justin Willis,1686.5,1734.3,134.1,0.06,5,4,1,0,Heavyweight,"March 23, 2019"
230,John Dodson,1685.3,1746.1,90.3,0.06,17,10,7,0,Bantamweight,"August 15, 2020"
231,Jessica Andrade,1685.2,1754.3,74.4,0.06,30,17,12,1,Women's Strawweight,"August 16, 2025"
232,Luana Santos,1684.8,1684.8,126.9,0.06,6,5,1,0,Women's Bantamweight,"December 13, 2025"
233,Vitor Petrino,1683.8,1707.4,111.0,0.06,9,7,2,0,Heavyweight,"March 14, 2026"
234,Marcus McGhee,1683.2,1717.0,133.8,0.06,5,4,1,0,Bantamweight,"July 26, 2025"
235,Gillian Robertson,1683.1,1683.1,86.0,0.06,20,14,6,0,Women's Strawweight,"March 14, 2026"
236,Pedro Rizzo,1682.8,1804.7,99.9,0.06,14,9,5,0,Heavyweight,"November 21, 2003"
237,Kelvin Gastelum,1680.8,1841.3,86.1,0.06,25,14,10,1,Middleweight,"September 13, 2025"
238,Amanda Lemos,1680.5,1762.4,94.5,0.06,15,9,6,0,Women's Strawweight,"March 14, 2026"
239,Volkan Oezdemir,1679.7,1789.8,93.8,0.06,16,9,7,0,Heavyweight,"November 22, 2025"
240,Raquel Pennington,1679.2,1713.6,97.9,0.06,19,13,6,0,Women's Bantamweight,"October 05, 2024"
241,Maycee Barber,1678.5,1783.4,107.4,0.06,13,10,3,0,Women's Flyweight,"March 28, 2026"
242,JunYong Park,1678.3,1709.0,106.6,0.06,10,7,3,0,Middleweight,"October 25, 2025"
243,Ricco Rodriguez,1678.2,1810.9,123.5,0.06,7,5,2,0,Heavyweight,"November 21, 2003"
244,Matt Hamill,1678.1,1794.9,108.0,0.06,15,10,5,0,Heavyweight,"October 09, 2013"
245,Nurullo Aliev,1676.8,1676.8,155.5,0.06,3,3,0,0,Lightweight,"November 22, 2025"
246,Omari Akhmedov,1676.7,1706.3,96.1,0.06,15,9,5,1,Middleweight,"July 10, 2021"
247,Dominick Reyes,1676.6,1843.0,104.1,0.06,14,9,5,0,Heavyweight,"September 27, 2025"
248,Michel Pereira,1676.6,1772.2,98.6,0.06,15,10,4,1,Middleweight,"February 21, 2026"
249,Jan Blachowicz,1676.1,1816.1,90.9,0.06,22,12,8,2,Heavyweight,"December 06, 2025"
250,Muslim Salikhov,1675.0,1753.9,98.1,0.06,14,9,5,0,Welterweight,"November 08, 2025"
251,Ryan LaFlare,1674.8,1751.1,109.6,0.06,10,7,3,0,Welterweight,"October 06, 2018"
252,Jonathan Martinez,1674.6,1725.8,92.8,0.06,15,10,5,0,Bantamweight,"November 16, 2024"
253,Dan Hooker,1674.5,1796.5,92.6,0.06,24,14,9,1,Lightweight,"January 31, 2026"
254,Elijah Smith,1674.5,1674.5,151.3,0.06,3,3,0,0,Bantamweight,"March 14, 2026"
255,Anthony Smith,1674.3,1760.8,77.6,0.06,25,13,12,0,Heavyweight,"April 26, 2025"
256,Bogdan Guskov,1674.3,1674.3,125.3,0.06,6,4,1,1,Heavyweight,"December 06, 2025"
257,Marlon Vera,1673.8,1767.2,85.5,0.06,26,15,11,0,Bantamweight,"February 28, 2026"
258,Nasrat Haqparast,1673.7,1701.0,97.3,0.06,15,10,5,0,Lightweight,"October 25, 2025"
259,Krzysztof Jotko,1673.6,1724.0,92.6,0.06,17,11,5,1,Middleweight,"October 01, 2022"
260,Beneil Dariush,1673.6,1835.9,93.8,0.06,25,17,7,1,Lightweight,"November 15, 2025"
261,Cam Rowston,1673.6,1673.6,163.4,0.06,2,2,0,0,Middleweight,"January 31, 2026"
262,Marcin Tybura,1673.5,1719.3,79.8,0.06,24,14,10,0,Heavyweight,"March 28, 2026"
263,Mick Parkin,1673.4,1728.7,135.8,0.06,5,4,1,0,Heavyweight,"March 22, 2025"
264,Rousimar Palhares,1673.2,1725.7,102.9,0.06,12,8,4,0,Welterweight,"October 09, 2013"
265,Jared Rosholt,1672.2,1721.2,117.3,0.06,8,6,2,0,Heavyweight,"February 06, 2016"
266,Mark Munoz,1671.9,1788.3,93.5,0.06,15,9,6,0,Middleweight,"May 16, 2015"
267,Kevin Holland,1671.3,1749.5,75.9,0.06,28,15,12,1,Welterweight,"October 18, 2025"
268,Jonathan Micallef,1671.0,1671.0,161.9,0.06,2,2,0,0,Welterweight,"January 31, 2026"
269,Casey Kenney,1670.8,1752.8,116.2,0.06,8,5,3,0,Bantamweight,"August 07, 2021"
270,Lorenz Larkin,1670.6,1670.6,107.3,0.06,10,5,4,1,Welterweight,"August 20, 2016"
271,Patrick Smith,1670.3,1670.3,143.9,0.06,5,4,1,0,Other,"July 14, 1995"
272,Lyoto Machida,1669.7,1913.5,93.8,0.06,24,16,8,0,Middleweight,"May 12, 2018"
273,Brandon Royval,1669.5,1727.8,98.6,0.06,12,7,5,0,Flyweight,"December 13, 2025"
274,Joanderson Brito,1669.4,1730.6,112.6,0.06,9,6,3,0,Featherweight,"December 13, 2025"
275,Nursulton Ruziboev,1669.4,1669.4,134.2,0.06,5,4,1,0,Middleweight,"May 17, 2025"
276,Phillip Miller,1668.5,1668.5,164.4,0.06,2,2,0,0,Middleweight,"November 22, 2002"
277,Alexander Hernandez,1668.5,1770.4,88.4,0.06,17,10,7,0,Lightweight,"September 13, 2025"
278,Thiago Santos,1667.5,1789.8,86.7,0.06,24,14,9,1,Heavyweight,"August 06, 2022"
279,Fabricio Werdum,1667.3,1876.7,101.9,0.06,18,12,6,0,Heavyweight,"July 25, 2020"
280,Brett Johns,1667.2,1707.0,125.0,0.06,7,5,2,0,Bantamweight,"July 18, 2020"
281,Claude Patrick,1666.9,1710.1,140.4,0.06,4,3,1,0,Welterweight,"December 10, 2011"
282,Tatiana Suarez,1666.8,1798.2,126.7,0.06,9,8,1,0,Women's Strawweight,"September 13, 2025"
283,Darren Elkins,1665.9,1767.1,83.1,0.06,30,19,11,0,Featherweight,"April 12, 2025"
284,Miranda Maverick,1665.6,1689.6,100.4,0.06,12,8,3,1,Women's Flyweight,"June 14, 2025"
285,Alonzo Menifield,1665.1,1708.8,89.2,0.06,17,10,5,2,Heavyweight,"November 22, 2025"
286,Ricky Simon,1665.0,1738.7,89.1,0.06,17,10,6,1,Bantamweight,"March 28, 2026"
287,Marlon Moraes,1664.8,1829.4,103.5,0.06,11,5,5,1,Bantamweight,"March 12, 2022"
288,James Vick,1664.5,1842.7,98.8,0.06,14,9,5,0,Welterweight,"October 12, 2019"
289,Khalil Rountree Jr.,1664.5,1682.5,91.9,0.06,18,10,6,2,Heavyweight,"October 04, 2025"
290,Jeff Monson,1664.2,1699.7,133.2,0.06,7,4,3,0,Heavyweight,"November 18, 2006"
291,Dan Hardy,1664.0,1817.8,106.8,0.06,10,6,4,0,Welterweight,"September 29, 2012"
292,King Green,1663.8,1679.7,96.6,0.06,14,7,6,1,Lightweight,"February 28, 2026"
293,Jake Matthews,1662.9,1695.7,86.3,0.06,23,15,8,0,Welterweight,"September 27, 2025"
294,Jussier Formiga,1662.5,1748.9,90.3,0.06,16,9,7,0,Flyweight,"June 06, 2020"
295,Colby Covington,1662.2,1873.7,105.1,0.06,17,12,5,0,Welterweight,"December 14, 2024"
296,Edmen Shahbazyan,1662.0,1755.2,97.7,0.06,14,9,5,0,Middleweight,"October 04, 2025"
297,Veronica Hardy,1661.9,1716.3,136.5,0.06,5,4,1,0,Women's Flyweight,"October 04, 2025"
298,Jeff Molina,1661.0,1661.0,156.2,0.06,3,3,0,0,Flyweight,"June 04, 2022"
299,Vitor Belfort,1660.8,1781.2,94.8,0.06,26,15,10,1,Middleweight,"May 12, 2018"
300,Matthew Riddle,1660.5,1688.1,104.5,0.06,12,7,2,3,Welterweight,"February 16, 2013"
301,MarQuel Mederos,1660.2,1660.2,154.8,0.06,3,3,0,0,Lightweight,"June 07, 2025"
302,Iasmin Lucindo,1659.5,1666.4,117.7,0.06,7,5,2,0,Women's Strawweight,"August 09, 2025"
303,Denise Gomes,1659.2,1659.2,114.5,0.06,8,6,2,0,Women's Strawweight,"November 08, 2025"
304,Nate Quarry,1658.9,1736.2,112.2,0.06,10,7,3,0,Middleweight,"March 31, 2010"
305,Victor Henry,1658.9,1702.9,122.2,0.06,7,4,1,2,Bantamweight,"April 05, 2025"
306,Matt Mitrione,1658.5,1783.9,98.5,0.06,14,9,5,0,Heavyweight,"January 17, 2016"
307,Khaos Williams,1658.2,1747.0,113.1,0.06,10,6,4,0,Welterweight,"June 07, 2025"
308,Nik Lentz,1657.8,1730.5,81.6,0.06,25,14,9,2,Other,"January 23, 2021"
309,Yair Rodriguez,1657.5,1781.6,107.9,0.06,16,11,4,1,Featherweight,"April 12, 2025"
310,Chris Holdsworth,1657.3,1657.3,163.4,0.06,2,2,0,0,Bantamweight,"May 24, 2014"
311,Rick Story,1657.2,1795.4,97.6,0.06,19,12,7,0,Welterweight,"August 20, 2016"
312,Jose Delgado,1657.2,1657.2,139.7,0.06,4,3,1,0,Featherweight,"March 14, 2026"
313,Dean Lister,1657.0,1687.0,129.1,0.06,6,4,2,0,Middleweight,"December 27, 2008"
314,Katlyn Chookagian,1656.6,1656.9,100.3,0.06,12,8,4,0,Women's Flyweight,"November 21, 2020"
315,Kyler Phillips,1656.1,1726.1,115.3,0.06,9,6,3,0,Bantamweight,"July 19, 2025"
316,Sean Woodson,1655.7,1688.3,106.8,0.06,10,7,2,1,Featherweight,"April 12, 2025"
317,Mark Hunt,1655.6,1744.7,87.7,0.06,18,8,8,2,Heavyweight,"December 01, 2018"
318,Pedro Munhoz,1655.6,1787.8,84.0,0.06,22,10,9,3,Bantamweight,"November 02, 2024"
319,Paulo Costa,1655.4,1839.5,119.8,0.06,11,7,4,0,Middleweight,"July 19, 2025"
320,Thales Leites,1654.6,1726.8,88.0,0.06,21,13,8,0,Middleweight,"September 22, 2018"
321,Muhammad Naimov,1654.6,1715.3,125.9,0.06,7,5,2,0,Featherweight,"December 06, 2025"
322,Uriah Hall,1654.3,1693.4,92.2,0.06,19,10,9,0,Middleweight,"July 02, 2022"
323,Yaroslav Amosov,1653.8,1653.8,183.5,0.06,1,1,0,0,Welterweight,"December 13, 2025"
324,Alan Belcher,1653.5,1696.8,98.7,0.06,15,9,6,0,Middleweight,"April 27, 2013"
325,Chris Wade,1653.3,1745.2,124.8,0.06,7,5,2,0,Lightweight,"July 22, 2017"
326,Da-Un Jung,1652.7,1665.7,150.0,0.06,3,2,0,1,Heavyweight,"October 24, 2020"
327,Cheick Kongo,1652.6,1702.8,89.8,0.06,18,11,6,1,Heavyweight,"April 27, 2013"
328,Dan Ige,1652.3,1759.0,82.7,0.06,21,11,10,0,Featherweight,"February 21, 2026"
329,Diego Ferreira,1651.7,1800.6,98.7,0.06,17,10,7,0,Lightweight,"September 13, 2025"
330,Michal Oleksiejczuk,1651.5,1692.3,88.6,0.06,18,10,6,2,Middleweight,"February 07, 2026"
331,Daniel Santos,1651.4,1651.4,139.2,0.06,5,4,1,0,Other,"October 04, 2025"
332,Jalin Turner,1651.3,1706.7,96.4,0.06,14,8,6,0,Lightweight,"December 06, 2025"
333,Karine Silva,1651.0,1723.7,119.4,0.06,7,5,2,0,Women's Flyweight,"December 06, 2025"
334,Travis Browne,1650.5,1795.8,90.5,0.06,17,9,7,1,Heavyweight,"July 08, 2017"
335,Michael Graves,1650.2,1662.2,152.8,0.06,3,2,0,1,Welterweight,"July 30, 2016"
336,Don Madge,1649.7,1649.7,165.9,0.06,2,2,0,0,Lightweight,"September 07, 2019"
337,Marcus Davis,1649.5,1777.7,95.8,0.06,15,9,6,0,Lightweight,"January 01, 2011"
338,Tabatha Ricci,1649.3,1674.6,101.9,0.06,11,7,4,0,Women's Strawweight,"April 04, 2026"
339,Brunno Ferreira,1649.2,1679.6,111.3,0.06,9,6,3,0,Middleweight,"March 07, 2026"
340,Chan Sung Jung,1648.2,1759.9,117.1,0.06,12,7,5,0,Featherweight,"August 26, 2023"
341,Chris Curtis,1648.1,1762.3,99.5,0.06,12,6,5,1,Welterweight,"March 14, 2026"
342,Ramazan Temirov,1647.4,1647.4,159.5,0.06,2,2,0,0,Flyweight,"March 01, 2025"
343,Sanae Kikuta,1647.3,1647.3,180.8,0.06,1,1,0,0,Middleweight,"April 14, 2000"
344,David Terrell,1647.0,1679.1,156.6,0.06,3,2,1,0,Middleweight,"April 15, 2006"
345,Zhang Mingyang,1647.0,1706.9,140.0,0.06,4,3,1,0,Heavyweight,"August 23, 2025"
346,Rafael Fiziev,1646.5,1776.5,105.7,0.06,12,7,5,0,Lightweight,"January 31, 2026"
347,Josh Hokit,1646.4,1646.4,164.4,0.06,2,2,0,0,Heavyweight,"January 24, 2026"
348,Tagir Ulanbekov,1645.9,1705.2,125.1,0.06,8,6,2,0,Flyweight,"November 22, 2025"
349,Josh Barnett,1645.6,1759.3,130.4,0.06,10,7,3,0,Heavyweight,"September 03, 2016"
350,Alex Hunter,1645.5,1645.5,166.0,0.06,2,2,0,0,Heavyweight,"October 17, 1997"
351,Kyoji Horiguchi,1645.1,1737.9,141.1,0.06,10,9,1,0,Flyweight,"February 07, 2026"
352,Edimilson Souza,1645.0,1725.1,141.0,0.06,4,3,1,0,Featherweight,"November 07, 2015"
353,Wang Cong,1644.1,1644.1,131.9,0.06,5,4,1,0,Other,"February 07, 2026"
354,Sergio Pettis,1642.3,1676.9,95.1,0.06,14,9,5,0,Flyweight,"September 21, 2019"
355,Albert Tumenov,1642.3,1742.8,115.2,0.06,8,5,3,0,Welterweight,"October 08, 2016"
356,Aleksandre Topuria,1642.3,1642.3,164.1,0.06,2,2,0,0,Bantamweight,"November 22, 2025"
357,Sage Northcutt,1642.2,1650.1,118.2,0.06,8,6,2,0,Welterweight,"July 14, 2018"
358,Ryan Spann,1641.7,1759.8,93.2,0.06,15,9,6,0,Heavyweight,"July 19, 2025"
359,Sean Sherk,1641.6,1697.0,112.6,0.06,12,8,4,0,Lightweight,"September 25, 2010"
360,Jakub Wiklacz,1641.6,1641.6,162.9,0.06,2,2,0,0,Bantamweight,"February 07, 2026"
361,Kurt Pellegrino,1641.5,1690.5,101.5,0.06,12,7,5,0,Lightweight,"March 19, 2011"
362,TJ Dillashaw,1641.4,1887.3,111.1,0.06,18,13,4,1,Bantamweight,"October 22, 2022"
363,Edson Barboza,1641.2,1791.3,86.9,0.06,32,18,14,0,Lightweight,"December 06, 2025"
364,David Onama,1641.1,1672.2,111.9,0.06,9,6,3,0,Featherweight,"November 01, 2025"
365,Jon Jones,1640.7,2014.5,117.7,0.06,24,22,1,1,Heavyweight,"November 16, 2024"
366,Frank Mir,1640.4,1749.7,85.4,0.06,27,16,11,0,Heavyweight,"March 19, 2016"
367,Curtis Millender,1640.1,1758.0,130.7,0.06,5,3,2,0,Welterweight,"April 13, 2019"
368,Luke Riley,1640.1,1640.1,162.9,0.06,2,2,0,0,Featherweight,"March 21, 2026"
369,Drew Dober,1639.9,1678.1,76.9,0.06,27,15,10,2,Lightweight,"March 07, 2026"
370,Constantinos Philippou,1639.7,1731.0,114.5,0.06,10,6,3,1,Middleweight,"May 16, 2015"
371,John Moraga,1639.3,1692.2,98.9,0.06,14,8,6,0,Flyweight,"August 25, 2018"
372,Dustin Ortiz,1639.3,1659.4,95.6,0.06,14,8,6,0,Flyweight,"January 19, 2019"
373,Loopy Godinez,1638.9,1641.8,94.5,0.06,14,9,5,0,Women's Strawweight,"August 16, 2025"
374,Jeremiah Wells,1638.8,1764.9,128.2,0.06,7,5,2,0,Welterweight,"November 01, 2025"
375,Cody Garbrandt,1638.6,1866.0,103.7,0.06,17,10,6,1,Bantamweight,"March 07, 2026"
376,Abus Magomedov,1638.5,1673.6,120.6,0.06,7,4,3,0,Middleweight,"October 04, 2025"
377,Baisangur Susurkaev,1638.4,1638.4,164.0,0.06,2,2,0,0,Middleweight,"November 15, 2025"
378,Jake Shields,1637.8,1675.7,118.6,0.06,8,4,3,1,Welterweight,"March 15, 2014"
379,Jerry Bohlander,1637.7,1691.6,128.9,0.06,7,5,2,0,Middleweight,"January 08, 1999"
380,Allan Nascimento,1637.7,1637.7,140.4,0.06,5,4,1,0,Other,"November 01, 2025"
381,Khalid Murtazaliev,1637.1,1637.1,176.9,0.06,1,1,0,0,Middleweight,"September 15, 2018"
382,Lone'er Kavanagh,1637.1,1637.1,142.2,0.06,4,3,1,0,Flyweight,"February 28, 2026"
383,Jamahal Hill,1636.8,1756.7,106.4,0.06,11,6,4,1,Heavyweight,"June 21, 2025"
384,Darren Till,1636.7,1826.4,112.6,0.06,12,6,5,1,Middleweight,"December 10, 2022"
385,Bia Mesquita,1636.3,1636.3,162.5,0.06,2,2,0,0,Women's Bantamweight,"March 14, 2026"
386,Taila Santos,1636.2,1693.7,129.1,0.06,7,4,2,1,Women's Flyweight,"August 26, 2023"
387,Mason Jones,1636.0,1636.0,127.3,0.06,7,4,2,1,Lightweight,"March 21, 2026"
388,Josh Emmett,1635.8,1784.7,98.5,0.06,17,10,7,0,Featherweight,"March 14, 2026"
389,Chris Daukaus,1635.8,1791.7,113.8,0.06,8,4,4,0,Heavyweight,"August 12, 2023"
390,Tyrell Fortune,1635.7,1635.7,180.2,0.06,1,1,0,0,Heavyweight,"March 28, 2026"
391,John Hathaway,1635.6,1726.5,125.4,0.06,9,7,2,0,Welterweight,"March 01, 2014"
392,Sergio Moraes,1635.2,1731.2,98.1,0.06,14,8,5,1,Welterweight,"November 16, 2019"
393,Norman Parke,1635.1,1714.8,114.1,0.06,9,5,2,2,Lightweight,"February 27, 2016"
394,Michelle Waterson,1635.1,1680.8,106.3,0.06,10,6,4,0,Women's Strawweight,"September 12, 2020"
395,Nate Maness,1635.1,1695.2,122.7,0.06,7,5,2,0,Flyweight,"June 15, 2024"
396,Nazim Sadykhov,1634.9,1671.8,128.9,0.06,6,4,1,1,Lightweight,"December 06, 2025"
397,Valter Walker,1634.8,1634.8,133.3,0.06,5,4,1,0,Heavyweight,"October 25, 2025"
398,Marcos Rogerio de Lima,1634.4,1663.7,89.8,0.06,18,11,6,1,Heavyweight,"February 17, 2024"
399,Andre Petroski,1634.0,1759.0,104.1,0.06,12,8,4,0,Middleweight,"September 27, 2025"
400,Donte Johnson,1633.4,1633.4,160.1,0.06,2,2,0,0,Middleweight,"March 07, 2026"
401,Adrian Yanez,1633.3,1769.3,114.9,0.06,10,6,3,1,Bantamweight,"March 28, 2026"
402,Jon Madsen,1633.0,1677.9,139.5,0.06,5,4,1,0,Heavyweight,"March 26, 2011"
403,Desmond Green,1632.8,1632.8,120.9,0.06,7,4,3,0,Lightweight,"May 18, 2019"
404,Chris Lytle,1632.5,1632.5,89.2,0.06,20,10,10,0,Welterweight,"August 14, 2011"
405,Myles Jury,1632.4,1816.2,107.1,0.06,12,8,4,0,Featherweight,"February 17, 2019"
406,Lee Murray,1632.2,1632.2,180.3,0.06,1,1,0,0,Middleweight,"January 31, 2004"
407,Piera Rodriguez,1632.1,1632.1,121.5,0.06,7,5,2,0,Women's Strawweight,"March 14, 2026"
408,Chad Mendes,1631.7,1824.2,107.9,0.06,14,9,5,0,Featherweight,"December 29, 2018"
409,Ricardo Almeida,1631.2,1681.2,109.9,0.06,11,6,5,0,Welterweight,"March 19, 2011"
410,Davi Ramos,1630.8,1714.4,123.0,0.06,7,4,3,0,Lightweight,"July 18, 2020"
411,Yana Kunitskaya,1630.7,1630.7,127.1,0.06,6,4,2,0,Women's Bantamweight,"February 20, 2021"
412,Mike Perry,1630.3,1743.7,92.6,0.06,15,7,8,0,Welterweight,"April 10, 2021"
413,Tecia Torres,1630.0,1723.9,99.7,0.06,13,8,5,0,Women's Strawweight,"December 12, 2020"
414,Mizuki,1630.0,1630.0,168.8,0.06,2,2,0,0,Women's Strawweight,"October 25, 2025"
415,Sean Pierson,1629.7,1629.7,128.0,0.06,6,4,2,0,Welterweight,"June 15, 2013"
416,Jack Shore,1629.4,1759.3,116.5,0.06,9,6,3,0,Featherweight,"November 02, 2024"
417,Steve Erceg,1629.2,1695.8,120.1,0.06,7,4,2,1,Bantamweight,"August 09, 2025"
418,Shawn Jordan,1628.7,1686.2,107.4,0.06,10,6,4,0,Heavyweight,"October 03, 2015"
419,Felipe Lima,1628.0,1702.1,151.6,0.06,3,2,1,0,Bantamweight,"June 28, 2025"
420,Renato Sobral,1627.8,1662.9,113.7,0.06,10,6,4,0,Heavyweight,"August 25, 2007"
421,Dominick Cruz,1627.8,1782.5,122.4,0.06,10,7,3,0,Bantamweight,"August 13, 2022"
422,Casey O'Neill,1627.5,1717.1,125.0,0.06,8,6,2,0,Women's Flyweight,"March 28, 2026"
423,Aaron Simpson,1627.4,1721.2,104.8,0.06,11,7,4,0,Welterweight,"October 05, 2012"
424,Dennis Hallman,1627.2,1637.9,126.0,0.06,9,4,5,0,Lightweight,"December 10, 2011"
425,Bobby Green,1626.9,1781.3,94.9,0.06,15,8,5,2,Lightweight,"October 31, 2020"
426,Quinton Jackson,1626.8,1805.5,112.9,0.06,13,8,5,0,Other,"April 25, 2015"
427,Maiquel Falcao,1626.8,1626.8,182.4,0.06,1,1,0,0,Middleweight,"November 20, 2010"
428,Brian Ortega,1626.8,1887.9,106.9,0.06,14,8,5,1,Other,"August 23, 2025"
429,Said Nurmagomedov,1626.5,1766.9,112.2,0.06,11,7,4,0,Bantamweight,"July 26, 2025"
