Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
2070,Michel Batista,1397.6,1397.6,180.1,0.06,1,0,1,0,Heavyweight,"November 30, 2018"
2071,Eddie Gordon,1397.5,1602.4,143.3,0.06,4,1,3,0,Middleweight,"June 27, 2015"
2072,Henrique da Silva,1397.5,1685.5,131.1,0.06,6,2,4,0,Heavyweight,"September 22, 2017"
2073,Charlie Valencia,1397.2,1397.2,180.1,0.06,1,0,1,0,Bantamweight,"April 30, 2011"
2074,Fabricio Camoes,1397.0,1553.3,136.9,0.06,6,1,4,1,Lightweight,"October 25, 2014"
2075,Yao Zhikui,1397.0,1498.6,143.7,0.06,4,1,3,0,Flyweight,"November 26, 2016"
2076,David Levicki,1396.9,1396.9,178.4,0.06,1,0,1,0,Other,"March 11, 1994"
2077,Elvis Sinosic,1396.9,1654.3,137.7,0.06,7,1,6,0,Heavyweight,"April 21, 2007"
2078,Jesse Sanders,1396.9,1396.9,179.0,0.06,1,0,1,0,Welterweight,"April 01, 2009"
2079,Yuneisy Duben,1396.4,1396.4,180.5,0.06,1,0,1,0,Women's Flyweight,"March 15, 2025"
2080,Floyd Sword,1396.3,1396.3,178.3,0.06,1,0,1,0,Middleweight,"June 23, 2007"
2081,Paul Herrera,1396.2,1396.2,178.4,0.06,1,0,1,0,Other,"February 16, 1996"
2082,Ryan Parker,1396.0,1396.0,177.6,0.06,1,0,1,0,Other,"September 08, 1995"
2083,Kelly Dullanty,1396.0,1396.0,178.4,0.06,1,0,1,0,Lightweight,"March 22, 2002"
2084,Ronald Jhun,1395.9,1395.9,178.0,0.06,1,0,1,0,Welterweight,"August 21, 2004"
2085,Ryan Roberts,1395.9,1395.9,178.3,0.06,1,0,1,0,Lightweight,"April 02, 2008"
2086,Julija Stoliarenko,1395.9,1433.0,122.1,0.06,9,2,7,0,Women's Flyweight,"August 09, 2025"
2087,Denis Tiuliulin,1395.9,1505.7,126.9,0.06,6,1,4,1,Middleweight,"August 03, 2024"
2088,Jeremy Kimball,1395.7,1510.7,142.3,0.06,4,1,3,0,Heavyweight,"July 22, 2018"
2089,Matt Grice,1395.6,1458.1,130.8,0.06,7,2,5,0,Featherweight,"February 23, 2013"
2090,Willie Gates,1395.5,1520.4,141.1,0.06,4,1,3,0,Flyweight,"May 08, 2016"
2091,Victor Altamirano,1395.3,1548.4,127.2,0.06,6,2,4,0,Flyweight,"September 28, 2024"
2092,Angel Pacheco,1395.3,1403.1,170.8,0.06,2,0,2,0,Bantamweight,"February 28, 2026"
2093,Daniel Spitz,1395.2,1503.7,145.5,0.06,4,1,3,0,Heavyweight,"October 18, 2019"
2094,Jordan Griffin,1395.0,1471.9,136.9,0.06,5,1,4,0,Featherweight,"April 10, 2021"
2095,Jimmy Flick,1395.0,1610.1,128.4,0.06,6,2,4,0,Flyweight,"April 26, 2025"
2096,Jeff Newton,1394.5,1394.5,178.5,0.06,1,0,1,0,Heavyweight,"November 19, 2005"
2097,Ryan Madigan,1394.3,1394.3,177.2,0.06,1,0,1,0,Welterweight,"March 07, 2009"
2098,Journey Newson,1394.2,1474.4,132.0,0.06,6,1,4,1,Other,"April 29, 2023"
2099,Yizha,1394.1,1443.3,144.7,0.06,4,1,3,0,Featherweight,"January 31, 2026"
2100,Ryan Benoit,1394.0,1558.2,126.2,0.06,9,3,6,0,Flyweight,"July 31, 2021"
2101,AJ Cunningham,1393.6,1438.8,167.3,0.06,2,0,2,0,Bantamweight,"March 15, 2025"
2102,Curtis Stout,1393.5,1421.2,174.1,0.06,2,0,2,0,Middleweight,"June 19, 2004"
2103,Westin Wilson,1393.5,1457.1,147.5,0.06,4,1,3,0,Featherweight,"August 23, 2025"
2104,David Lee,1393.4,1397.6,164.5,0.06,2,0,1,1,Lightweight,"April 21, 2007"
2105,Brian Geraghty,1393.3,1393.3,179.2,0.06,1,0,1,0,Lightweight,"June 23, 2007"
2106,Jesse Ronson,1393.3,1510.1,143.5,0.06,6,0,4,2,Lightweight,"October 01, 2022"
2107,Tim Hague,1393.2,1626.6,140.4,0.06,5,1,4,0,Heavyweight,"January 22, 2011"
2108,Jason Novelli,1393.2,1423.1,167.9,0.06,2,0,2,0,Lightweight,"November 05, 2016"
2109,Louie Sutherland,1393.2,1438.1,164.8,0.06,2,0,2,0,Heavyweight,"March 21, 2026"
2110,Louis Cosce,1392.8,1409.4,168.5,0.06,2,0,2,0,Welterweight,"September 17, 2022"
2111,Jim Mullen,1392.7,1392.7,178.7,0.06,1,0,1,0,Heavyweight,"February 07, 1997"
2112,Joby Sanchez,1392.7,1429.6,140.2,0.06,5,0,3,2,Bantamweight,"November 10, 2018"
2113,Jarno Errens,1392.7,1429.3,142.6,0.06,4,1,3,0,Featherweight,"August 10, 2024"
2114,Erick Montano,1392.4,1567.0,152.4,0.06,3,1,2,0,Welterweight,"November 05, 2016"
2115,Alptekin Ozkilic,1392.3,1581.5,142.5,0.06,4,1,3,0,Flyweight,"May 09, 2015"
2116,Yosdenis Cedeno,1392.3,1502.6,143.9,0.06,4,1,3,0,Lightweight,"July 11, 2015"
2117,Junior Tafa,1392.2,1521.6,122.4,0.06,7,2,5,0,Heavyweight,"January 31, 2026"
2118,Ricky Turcios,1391.8,1578.8,136.4,0.06,6,2,4,0,Featherweight,"March 07, 2026"
2119,Bubba Bush,1391.5,1483.2,168.4,0.06,2,0,1,1,Middleweight,"October 24, 2015"
2120,Shana Dobson,1391.5,1598.5,134.0,0.06,6,2,4,0,Women's Flyweight,"February 20, 2021"
2121,Carlos Huachin,1391.5,1434.9,166.1,0.06,2,0,2,0,Bantamweight,"September 21, 2019"
2122,Drako Rodriguez,1391.5,1393.9,162.0,0.06,2,0,1,1,Bantamweight,"August 07, 2021"
2123,Danny Martinez,1391.4,1428.4,143.8,0.06,4,1,3,0,Flyweight,"November 14, 2015"
2124,Elias Garcia,1391.3,1391.3,166.6,0.06,2,0,1,1,Flyweight,"December 01, 2018"
2125,Robert Ruchala,1391.3,1450.1,165.8,0.06,2,0,2,0,Featherweight,"April 04, 2026"
2126,Sarah Moras,1391.1,1585.6,117.0,0.06,9,3,6,0,Women's Bantamweight,"January 16, 2021"
2127,Bevon Lewis,1391.0,1429.9,140.4,0.06,4,1,3,0,Middleweight,"November 07, 2020"
2128,Yohan Lainesse,1391.0,1484.9,142.5,0.06,4,1,3,0,Welterweight,"January 20, 2024"
2129,Irina Alekseeva,1390.9,1597.2,147.7,0.06,4,1,3,0,Women's Bantamweight,"October 11, 2025"
2130,Justin Buchholz,1390.8,1542.8,132.9,0.06,5,1,4,0,Lightweight,"February 06, 2010"
2131,Jesse Butler,1390.7,1454.5,165.9,0.06,2,0,2,0,Bantamweight,"June 08, 2024"
2132,Sarah Frota,1390.5,1445.6,165.2,0.06,2,0,2,0,Women's Flyweight,"July 27, 2019"
2133,Joshua Burkman,1390.4,1696.5,100.5,0.06,19,6,12,1,Welterweight,"February 18, 2018"
2134,Marcelo Rojo,1390.4,1403.9,155.1,0.06,3,0,2,1,Featherweight,"December 03, 2022"
2135,Isabela de Padua,1390.3,1390.3,180.1,0.06,1,0,1,0,Women's Flyweight,"November 16, 2019"
2136,Seo Hee Ham,1390.1,1487.6,142.3,0.06,4,1,3,0,Women's Strawweight,"November 26, 2016"
2137,Hu Yaozong,1390.1,1390.1,162.7,0.06,3,0,3,0,Middleweight,"October 30, 2021"
2138,Zarah Fairn,1389.9,1436.9,151.2,0.06,4,0,3,1,Other,"September 02, 2023"
2139,Nam Phan,1389.7,1466.2,119.1,0.06,8,2,6,0,Bantamweight,"March 01, 2014"
2140,Cristiano Marcello,1389.7,1488.2,145.3,0.06,4,1,3,0,Lightweight,"February 15, 2014"
2141,Jonathan Wilson,1389.7,1600.0,147.4,0.06,4,1,3,0,Middleweight,"October 21, 2017"
2142,Josh Copeland,1389.6,1434.9,166.0,0.06,2,0,2,0,Heavyweight,"March 14, 2015"
2143,Scott Junk,1389.5,1389.5,178.4,0.06,1,0,1,0,Heavyweight,"September 22, 2007"
2144,Albert Morales,1389.3,1518.7,129.1,0.06,6,1,4,1,Bantamweight,"February 24, 2018"
2145,Dan Lauzon,1388.9,1490.4,158.9,0.06,3,0,2,1,Lightweight,"May 29, 2010"
2146,Stevie Lynch,1388.9,1388.9,178.4,0.06,1,0,1,0,Welterweight,"June 16, 2007"
2147,Kevin Croom,1388.9,1531.8,140.7,0.06,4,0,3,1,Bantamweight,"April 16, 2022"
2148,Gabriel Miranda,1388.8,1492.5,143.9,0.06,4,1,3,0,Featherweight,"March 29, 2025"
2149,Marvin Eastman,1388.7,1445.7,140.9,0.06,5,1,4,0,Middleweight,"June 21, 2008"
2150,Spencer Fisher,1388.7,1500.0,92.3,0.06,17,0,7,10,Lightweight,"June 22, 2012"
2151,Kyle Bradley,1388.7,1436.4,143.4,0.06,4,1,3,0,Lightweight,"January 11, 2010"
2152,Darko Stosic,1388.6,1593.7,142.6,0.06,4,1,3,0,Heavyweight,"January 25, 2020"
2153,Joseph Holmes,1388.6,1486.7,141.2,0.06,4,1,3,0,Middleweight,"May 06, 2023"
2154,Clay Harvison,1388.4,1567.0,152.5,0.06,3,1,2,0,Welterweight,"November 12, 2011"
2155,Matt Horwich,1388.3,1443.1,164.5,0.06,2,0,2,0,Middleweight,"April 01, 2009"
2156,Dave Herman,1388.3,1598.5,134.1,0.06,5,1,4,0,Heavyweight,"July 06, 2013"
2157,Rachael Ostovich,1388.2,1602.4,147.9,0.06,4,1,3,0,Women's Flyweight,"November 28, 2020"
2158,Mark Striegl,1388.2,1427.2,167.2,0.06,2,0,2,0,Featherweight,"February 19, 2022"
2159,Marcus LeVesseur,1388.1,1450.9,153.2,0.06,3,1,2,0,Lightweight,"December 08, 2012"
2160,Jackson McVey,1387.6,1441.3,162.2,0.06,2,0,2,0,Other,"November 08, 2025"
2161,Shunichi Shimizu,1387.2,1387.2,178.9,0.06,1,0,1,0,Bantamweight,"January 04, 2014"
2162,Azat Maksum,1387.0,1590.0,146.6,0.06,4,1,3,0,Flyweight,"October 25, 2025"
2163,Colin Robinson,1386.8,1482.3,162.9,0.06,2,0,1,1,Heavyweight,"January 19, 2008"
2164,Rostem Akman,1386.7,1421.2,166.7,0.06,2,0,2,0,Welterweight,"October 05, 2019"
2165,Darrell Horcher,1386.6,1502.8,144.8,0.06,4,1,3,0,Lightweight,"November 30, 2018"
2166,Austin Arnett,1386.4,1425.4,144.6,0.06,4,1,3,0,Featherweight,"February 09, 2019"
2167,Julio Paulino,1386.3,1435.2,163.8,0.06,2,0,2,0,Welterweight,"September 25, 2010"
2168,Colton Smith,1386.0,1578.8,143.1,0.06,4,1,3,0,Lightweight,"June 28, 2014"
2169,Rhys McKee,1386.0,1423.5,137.6,0.06,6,1,5,0,Welterweight,"September 06, 2025"
2170,TJ Laramie,1386.0,1386.0,173.8,0.06,2,0,2,0,Featherweight,"April 16, 2022"
2171,Mats Nilsson,1385.9,1438.9,166.2,0.06,2,0,2,0,Welterweight,"January 03, 2015"
2172,Pedro Falcao,1385.9,1421.2,166.9,0.06,2,0,2,0,Bantamweight,"April 05, 2025"
2173,Sean Spencer,1385.6,1421.9,123.4,0.06,8,0,4,4,Welterweight,"September 10, 2016"
2174,Julie Kedzie,1385.5,1433.0,165.6,0.06,2,0,2,0,Women's Bantamweight,"December 06, 2013"
2175,Toshiomi Kazama,1385.5,1421.2,143.9,0.06,4,1,3,0,Bantamweight,"August 09, 2025"
2176,Felipe Olivieri,1385.2,1385.2,178.2,0.06,1,0,1,0,Lightweight,"January 30, 2016"
2177,Lauren Mueller,1385.2,1600.7,144.7,0.06,4,1,3,0,Women's Flyweight,"October 12, 2019"
2178,Solomon Hutcherson,1385.1,1385.1,179.4,0.06,1,0,1,0,Middleweight,"June 24, 2006"
2179,Gadzhimurad Antigulov,1385.1,1712.0,133.2,0.06,6,2,4,0,Heavyweight,"October 17, 2020"
2180,Jeka Saragih,1385.1,1504.8,143.9,0.06,4,1,3,0,Featherweight,"June 07, 2025"
2181,Dominique Steele,1384.9,1511.4,135.1,0.06,5,1,4,0,Welterweight,"June 10, 2017"
2182,Steve Berger,1384.5,1434.9,157.0,0.06,3,0,2,1,Welterweight,"June 22, 2002"
2183,Rafael Tobias,1384.5,1384.5,181.0,0.06,1,0,1,0,Heavyweight,"March 07, 2026"
2184,Scott Fiedler,1384.4,1384.4,179.6,0.06,1,0,1,0,Other,"July 12, 1996"
2185,Enrique Marin,1384.3,1433.0,164.8,0.06,2,0,2,0,Lightweight,"July 09, 2016"
2186,Salim Touahri,1384.3,1454.9,157.8,0.06,3,0,3,0,Welterweight,"August 03, 2019"
2187,Alberto Crane,1384.1,1452.5,166.2,0.06,2,0,2,0,Lightweight,"January 23, 2008"
2188,Tim Gorman,1384.1,1440.8,164.9,0.06,2,0,2,0,Bantamweight,"November 08, 2014"
2189,Michael Kuiper,1384.0,1514.3,139.6,0.06,4,1,3,0,Middleweight,"October 26, 2013"
2190,Mike Massenzio,1383.9,1624.7,124.7,0.06,7,2,5,0,Middleweight,"May 05, 2012"
2191,Rolando Dy,1383.8,1445.8,141.0,0.06,4,1,3,0,Featherweight,"June 23, 2018"
2192,Townsend Saunders,1383.6,1433.0,165.1,0.06,2,0,2,0,Lightweight,"January 08, 1999"
2193,Terrence Mitchell,1383.5,1447.1,164.5,0.06,2,0,2,0,Bantamweight,"September 16, 2023"
2194,Michal Figlak,1383.3,1432.1,165.4,0.06,2,0,2,0,Lightweight,"April 27, 2024"
2195,Talita Bernardo,1383.2,1430.7,142.8,0.06,4,1,3,0,Women's Bantamweight,"May 11, 2019"
2196,Kaynan Kruschewsky,1383.2,1447.8,163.9,0.06,2,0,2,0,Lightweight,"July 20, 2024"
2197,Jay Silva,1383.1,1424.8,162.8,0.06,2,0,2,0,Middleweight,"January 11, 2010"
2198,Roger Hollett,1383.1,1455.7,163.9,0.06,2,0,2,0,Heavyweight,"May 18, 2013"
2199,Dalcha Lungiambula,1383.1,1590.6,124.2,0.06,7,2,5,0,Middleweight,"December 10, 2022"
2200,Paul Bradley,1383.0,1408.0,167.4,0.06,2,0,2,0,Welterweight,"November 12, 2011"
2201,Thiago Perpetuo,1383.0,1590.6,155.2,0.06,3,1,2,0,Welterweight,"March 23, 2014"
2202,John Alessio,1382.9,1504.9,153.8,0.06,5,0,4,1,Lightweight,"July 07, 2012"
2203,Ray Rodriguez,1382.8,1423.5,165.5,0.06,2,0,2,0,Bantamweight,"March 13, 2021"
2204,Jeremy Jackson,1382.7,1409.4,171.7,0.06,2,0,2,0,Welterweight,"November 11, 2006"
2205,Zac Pauga,1382.7,1485.7,140.5,0.06,4,1,3,0,Heavyweight,"February 10, 2024"
2206,Liana Jojua,1382.4,1478.4,144.1,0.06,4,1,3,0,Women's Flyweight,"November 13, 2021"
2207,Marcelo Golm,1382.3,1588.5,141.0,0.06,4,1,3,0,Heavyweight,"April 20, 2019"
2208,Liudvik Sholinian,1382.3,1453.8,167.9,0.06,2,0,2,0,Bantamweight,"November 05, 2022"
2209,Carl Deaton,1382.2,1451.2,164.6,0.06,2,0,2,0,Lightweight,"July 15, 2023"
2210,Landon Quinones,1382.2,1437.4,163.5,0.06,2,0,2,0,Lightweight,"February 03, 2024"
2211,Scott Jorgensen,1382.1,1652.8,103.0,0.06,12,4,8,0,Bantamweight,"November 21, 2015"
2212,Tamires Vidal,1382.1,1556.9,141.4,0.06,4,1,3,0,Women's Bantamweight,"October 19, 2024"
2213,Quinn Mulhern,1382.0,1438.9,165.7,0.06,2,0,2,0,Lightweight,"January 04, 2014"
2214,Joey Gambino,1381.9,1435.0,165.7,0.06,2,0,2,0,Featherweight,"October 13, 2012"
2215,Travis Wiuff,1381.8,1406.2,169.2,0.06,2,0,2,0,Heavyweight,"April 16, 2005"
2216,Allen Berube,1381.7,1381.7,179.4,0.06,1,0,1,0,Lightweight,"June 23, 2007"
2217,Brendan O'Reilly,1381.5,1501.0,141.7,0.06,4,1,3,0,Lightweight,"December 03, 2016"
2218,Jon Delos Reyes,1381.4,1433.0,143.6,0.06,4,1,3,0,Flyweight,"October 24, 2015"
2219,Oliver Enkamp,1381.4,1444.9,163.5,0.06,2,0,2,0,Welterweight,"March 17, 2018"
2220,Amilcar Alves,1381.0,1435.0,164.4,0.06,2,0,2,0,Welterweight,"January 22, 2011"
2221,Henry Briones,1380.9,1598.5,138.1,0.06,5,1,4,0,Bantamweight,"May 19, 2018"
2222,Tony Petarra,1380.8,1380.8,179.5,0.06,1,0,1,0,Middleweight,"May 07, 1999"
2223,Jay Hieron,1380.8,1456.7,163.8,0.06,4,0,4,0,Welterweight,"February 02, 2013"
2224,Montserrat Conejo Ruiz,1380.7,1578.8,146.5,0.06,5,1,4,0,Women's Strawweight,"November 01, 2025"
2225,Ivan Serati,1380.3,1380.3,179.7,0.06,1,0,1,0,Heavyweight,"January 17, 2009"
2226,Phil Harris,1380.1,1479.8,133.8,0.06,5,1,3,1,Flyweight,"July 19, 2014"
2227,Justin Jaynes,1380.1,1597.0,132.0,0.06,5,1,4,0,Featherweight,"June 26, 2021"
2228,Gilbert Aldana,1380.0,1429.7,165.4,0.06,2,0,2,0,Heavyweight,"July 08, 2006"
2229,Miranda Granger,1380.0,1578.8,148.5,0.06,4,1,3,0,Women's Strawweight,"August 06, 2022"
2230,Eddie Mendez,1379.9,1379.9,179.3,0.06,1,0,1,0,Middleweight,"June 08, 2013"
2231,Shem Rock,1379.7,1444.8,165.0,0.06,2,0,2,0,Lightweight,"March 21, 2026"
2232,Josh Stansbury,1379.6,1570.9,154.8,0.06,3,1,2,0,Heavyweight,"June 25, 2017"
2233,Amar Suloev,1379.5,1454.0,165.3,0.06,2,0,2,0,Middleweight,"May 10, 2002"
2234,Hernani Perpetuo,1379.4,1439.8,161.8,0.06,2,0,2,0,Welterweight,"July 26, 2014"
2235,Andre Gusmao,1379.1,1421.2,168.4,0.06,2,0,2,0,Heavyweight,"May 23, 2009"
2236,Vik Grujic,1379.0,1509.0,142.2,0.06,4,1,3,0,Welterweight,"May 09, 2015"
2237,Tim Lajcik,1378.8,1424.9,152.2,0.06,3,0,2,1,Heavyweight,"September 22, 2000"
2238,Walel Watson,1378.7,1602.4,143.9,0.06,4,1,3,0,Bantamweight,"September 22, 2012"
2239,Papy Abedi,1378.7,1454.4,146.6,0.06,4,1,3,0,Middleweight,"August 28, 2013"
2240,Reuben Duran,1378.6,1522.0,146.4,0.06,4,1,3,0,Bantamweight,"March 16, 2013"
2241,Gabriel Silva,1378.5,1432.8,163.3,0.06,2,0,2,0,Bantamweight,"February 29, 2020"
2242,Cortavious Romious,1378.5,1421.1,165.0,0.06,2,0,2,0,Bantamweight,"April 05, 2025"
2243,Antonio Mendes,1378.4,1451.4,167.0,0.06,2,0,2,0,Heavyweight,"January 17, 2009"
2244,Jon Olav Einemo,1378.2,1401.5,170.9,0.06,2,0,2,0,Heavyweight,"January 28, 2012"
2245,Michael McBride,1378.2,1439.6,163.1,0.06,2,0,2,0,Lightweight,"April 22, 2017"
2246,Francisco Trevino,1377.9,1486.6,156.2,0.06,3,0,2,1,Lightweight,"October 03, 2015"
2247,Val Woodburn,1377.9,1433.6,165.1,0.06,2,0,2,0,Welterweight,"February 17, 2024"
2248,Bob Gilstrap,1377.8,1377.8,179.6,0.06,1,0,1,0,Middleweight,"May 15, 1998"
2249,Rick Davis,1377.8,1377.8,178.9,0.06,1,0,1,0,Lightweight,"May 27, 2006"
2250,Gaetano Pirrello,1377.7,1426.3,162.7,0.06,2,0,2,0,Bantamweight,"October 02, 2021"
2251,Cameron Dollar,1377.6,1377.6,179.2,0.06,1,0,1,0,Lightweight,"June 20, 2009"
2252,Chad Griggs,1377.1,1450.9,166.4,0.06,2,0,2,0,Heavyweight,"November 17, 2012"
2253,Shane Young,1377.0,1576.9,132.5,0.06,7,2,5,0,Featherweight,"September 09, 2023"
2254,James Lee,1376.9,1376.9,177.1,0.06,1,0,1,0,Heavyweight,"January 19, 2008"
2255,Jason Young,1376.9,1434.9,143.2,0.06,4,1,3,0,Featherweight,"September 29, 2012"
2256,Alex Ricci,1376.9,1421.2,167.1,0.06,2,0,2,0,Lightweight,"February 19, 2017"
2257,Chris Liguori,1376.4,1376.4,179.9,0.06,1,0,1,0,Middleweight,"November 21, 2003"
2258,Amanda Cooper,1376.3,1469.9,128.5,0.06,6,2,4,0,Women's Strawweight,"November 10, 2018"
2259,Matt Bessette,1376.3,1438.4,163.5,0.06,2,0,2,0,Featherweight,"July 06, 2018"
2260,Patrick Williams,1376.1,1540.6,150.3,0.06,4,1,3,0,Bantamweight,"April 14, 2018"
2261,Forrest Petz,1375.7,1560.8,132.5,0.06,7,2,5,0,Welterweight,"September 15, 2010"
2262,Byron Bloodworth,1375.7,1401.5,172.9,0.06,2,0,2,0,Bantamweight,"December 29, 2012"
2263,Bruno Souza,1375.4,1434.9,163.8,0.06,2,0,2,0,Featherweight,"March 26, 2022"
2264,Nick Klein,1375.4,1435.0,164.2,0.06,2,0,2,0,Middleweight,"August 02, 2025"
2265,Joao Zeferino,1375.3,1429.1,163.4,0.06,2,0,2,0,Welterweight,"September 04, 2013"
2266,Sung Bin Jo,1374.9,1374.9,182.0,0.06,1,0,1,0,Featherweight,"June 01, 2019"
2267,Jessica Aguilar,1374.6,1464.4,139.0,0.06,5,1,4,0,Women's Strawweight,"March 30, 2019"
2268,Andreas Michailidis,1374.6,1467.0,144.0,0.06,4,1,3,0,Welterweight,"June 04, 2022"
2269,Peter Barrett,1374.3,1443.6,164.1,0.06,2,0,2,0,Featherweight,"December 12, 2020"
2270,Sean Alvarez,1374.2,1374.2,180.1,0.06,1,0,1,0,Heavyweight,"April 25, 2003"
2271,Jeff Curran,1374.2,1436.2,166.9,0.06,3,0,3,0,Bantamweight,"May 15, 2012"
2272,Sean Soriano,1373.7,1435.5,150.6,0.06,5,0,5,0,Featherweight,"November 20, 2021"
2273,Harry Hardwick,1373.7,1427.6,163.9,0.06,2,0,2,0,Featherweight,"March 14, 2026"
2274,Pearl Gonzalez,1373.6,1428.8,165.6,0.06,2,0,2,0,Women's Strawweight,"October 07, 2017"
2275,Jin Soo Son,1373.4,1440.9,164.7,0.06,2,0,2,0,Bantamweight,"July 20, 2019"
2276,Steve Lopez,1373.3,1437.5,167.6,0.06,2,0,2,0,Lightweight,"September 25, 2010"
2277,Jessica Rakoczy,1373.3,1397.6,170.1,0.06,2,0,2,0,Women's Strawweight,"April 25, 2015"
2278,Nate Schroeder,1373.1,1373.1,180.2,0.06,1,0,1,0,Heavyweight,"June 09, 2000"
2279,Jorge Lopez,1373.1,1406.0,165.5,0.06,2,0,2,0,Welterweight,"May 15, 2012"
2280,Corey Hill,1372.9,1575.7,154.1,0.06,3,1,2,0,Lightweight,"December 10, 2008"
2281,Zarrukh Adashev,1372.8,1415.7,142.1,0.06,4,1,3,0,Flyweight,"June 04, 2022"
2282,Alan Omer,1372.4,1433.0,168.8,0.06,2,0,2,0,Featherweight,"June 20, 2015"
2283,Anthony Hamilton,1372.1,1489.6,109.7,0.06,10,3,6,1,Heavyweight,"November 18, 2017"
2284,Christian Colombo,1372.1,1495.6,152.7,0.06,3,0,2,1,Heavyweight,"October 28, 2017"
2285,Paul Georgieff,1372.0,1372.0,177.8,0.06,1,0,1,0,Welterweight,"December 08, 2007"
2286,TJ O'Brien,1372.0,1411.2,164.9,0.06,2,0,2,0,Lightweight,"August 14, 2011"
2287,Danny Mitchell,1372.0,1441.2,164.8,0.06,2,0,2,0,Welterweight,"August 23, 2014"
2288,Kris Moutinho,1371.9,1451.0,150.7,0.06,4,0,4,0,Bantamweight,"February 28, 2026"
2289,Chad Reiner,1371.7,1447.1,165.4,0.06,2,0,2,0,Welterweight,"June 12, 2007"
2290,Ashkan Mokhtarian,1371.7,1433.1,161.3,0.06,2,0,2,0,Flyweight,"November 18, 2017"
2291,Josh Ferguson,1371.5,1409.4,166.6,0.06,2,0,2,0,Flyweight,"July 11, 2012"
2292,Shayna Baszler,1371.5,1429.1,165.6,0.06,2,0,2,0,Women's Bantamweight,"March 21, 2015"
2293,Chase Sherman,1371.5,1470.7,101.0,0.06,15,4,11,0,Heavyweight,"May 13, 2023"
2294,Royce Alger,1371.2,1397.6,171.2,0.06,2,0,2,0,Middleweight,"July 16, 1999"
2295,Tim Williams,1370.7,1412.8,166.6,0.06,2,0,2,0,Middleweight,"August 25, 2018"
2296,Dokonjonosuke Mishima,1370.4,1410.4,165.6,0.06,2,0,2,0,Lightweight,"April 05, 2007"
2297,Cody Pfister,1370.4,1464.3,142.8,0.06,4,1,3,0,Lightweight,"July 13, 2016"
2298,Filip Pejic,1370.4,1370.4,179.9,0.06,1,0,1,0,Bantamweight,"April 10, 2016"
2299,Mike Guymon,1370.3,1495.4,142.6,0.06,4,1,3,0,Welterweight,"January 22, 2011"
2300,Brian Houston,1370.3,1423.8,164.7,0.06,2,0,2,0,Middleweight,"January 15, 2014"
2301,Justin Jones,1370.3,1439.2,164.5,0.06,2,0,2,0,Middleweight,"April 04, 2015"
2302,Carlton Minus,1370.2,1421.2,164.0,0.06,2,0,2,0,Other,"December 19, 2020"
2303,Juan Adams,1370.1,1593.1,140.8,0.06,4,1,3,0,Heavyweight,"February 08, 2020"
2304,Jamey Simmons,1370.1,1442.1,166.1,0.06,2,0,2,0,Bantamweight,"August 07, 2021"
2305,Assuerio Silva,1370.0,1451.7,156.3,0.06,3,0,3,0,Heavyweight,"April 21, 2007"
2306,Tom Blackledge,1369.9,1369.9,179.3,0.06,1,0,1,0,Heavyweight,"February 26, 2011"
2307,Syuri Kondo,1369.9,1552.5,142.9,0.06,4,1,3,0,Women's Strawweight,"June 22, 2019"
2308,Silvana Gomez Juarez,1369.9,1408.0,142.2,0.06,4,1,3,0,Women's Strawweight,"November 12, 2022"
2309,Nohelin Hernandez,1369.8,1433.3,164.6,0.06,2,0,2,0,Bantamweight,"September 28, 2019"
2310,Victoria Leonardo,1369.8,1417.9,143.1,0.06,5,1,4,0,Women's Flyweight,"August 24, 2024"
2311,Austen Lane,1369.8,1500.4,123.3,0.06,7,1,5,1,Heavyweight,"March 21, 2026"
2312,Fred Ettish,1369.4,1369.4,180.0,0.06,1,0,1,0,Other,"March 11, 1994"
2313,Takenori Sato,1369.4,1420.0,165.0,0.06,2,0,2,0,Welterweight,"September 20, 2014"
2314,Francis Marshall,1369.4,1474.1,132.8,0.06,6,0,3,3,Featherweight,"February 28, 2026"
2315,Doug Evans,1369.0,1441.2,165.8,0.06,2,0,2,0,Lightweight,"December 29, 2007"
2316,Anthony Birchak,1369.0,1481.0,142.5,0.06,6,2,4,0,Bantamweight,"April 17, 2021"
2317,Dominic Waters,1368.8,1436.8,157.1,0.06,3,0,3,0,Welterweight,"May 08, 2016"
2318,Collin Anglin,1368.8,1421.2,164.3,0.06,2,0,2,0,Featherweight,"November 13, 2021"
2319,Shane Campbell,1368.4,1522.6,134.2,0.06,5,1,4,0,Lightweight,"August 27, 2016"
2320,Francisco Rivera,1368.2,1455.3,109.1,0.06,11,0,6,5,Bantamweight,"July 30, 2016"
2321,Dmitri Stepanov,1368.0,1368.0,180.2,0.06,1,0,1,0,Heavyweight,"May 30, 1997"
2322,Kristian Rothaermel,1368.0,1368.0,180.2,0.06,1,0,1,0,Heavyweight,"June 28, 2006"
2323,Brandon Wolff,1367.9,1430.4,165.8,0.06,2,0,2,0,Welterweight,"May 23, 2009"
2324,Maria Oliveira,1367.9,1474.3,140.9,0.06,4,1,3,0,Women's Strawweight,"June 10, 2023"
2325,Bernardo Magalhaes,1367.8,1421.2,164.5,0.06,2,0,2,0,Lightweight,"June 08, 2012"
